Name,Rank,Number,Percent
HALEY,869,36433,0.01351
CHUNG,870,36422,0.0135
MOYER,871,36421,0.0135
CHOI,872,36390,0.01349
HORNE,873,36288,0.01345
YU,874,36285,0.01345
WOODWARD,875,36242,0.01343
ALI,876,36079,0.01337
NIXON,877,36037,0.01336
HAYDEN,878,36024,0.01335
RIVERS,879,35980,0.01334
ESTES,880,35839,0.01329
MCCARTY,881,35718,0.01324
RICHMOND,882,35715,0.01324
STUART,883,35701,0.01323
MAYNARD,884,35648,0.01321
BRANDT,885,35616,0.0132
OCONNELL,886,35610,0.0132
HANNA,887,35599,0.0132
SANFORD,888,35565,0.01318
SHEPPARD,889,35554,0.01318
CHURCH,890,35539,0.01317
BURCH,891,35521,0.01317
LEVY,892,35464,0.01315
RASMUSSEN,893,35453,0.01314
COFFEY,894,35442,0.01314
PONCE,895,35400,0.01312
FAULKNER,896,35389,0.01312
DONALDSON,897,35387,0.01312
SCHMITT,898,35326,0.0131
NOVAK,899,35282,0.01308
COSTA,900,35227,0.01306
MONTES,901,35196,0.01305
BOOKER,902,35101,0.01301
CORDOVA,903,35074,0.013
WALLER,904,35001,0.01297
ARELLANO,905,34999,0.01297
MADDOX,906,34970,0.01296
MATA,907,34888,0.01293
BONILLA,908,34824,0.01291
STANTON,909,34812,0.0129
COMPTON,910,34788,0.0129
KAUFMAN,911,34786,0.0129
DUDLEY,912,34770,0.01289
MCPHERSON,913,34763,0.01289
BELTRAN,914,34736,0.01288
DICKSON,915,34698,0.01286
MCCANN,916,34692,0.01286
VILLEGAS,917,34684,0.01286
PROCTOR,918,34682,0.01286
HESTER,919,34675,0.01285
CANTRELL,920,34674,0.01285
DAUGHERTY,921,34650,0.01284
CHERRY,922,34615,0.01283
BRAY,923,34575,0.01282
DAVILA,924,34541,0.0128
ROWLAND,925,34498,0.01279
LEVINE,926,34472,0.01278
MADDEN,926,34472,0.01278
SPENCE,928,34435,0.01276
GOOD,929,34430,0.01276
IRWIN,930,34374,0.01274
WERNER,931,34352,0.01273
KRAUSE,932,34345,0.01273
PETTY,933,34278,0.01271
WHITNEY,934,34251,0.0127
BAIRD,935,34233,0.01269
HOOPER,936,34084,0.01263
POLLARD,937,34079,0.01263
ZAVALA,938,34068,0.01263
JARVIS,939,34050,0.01262
HOLDEN,940,34041,0.01262
HAAS,941,34032,0.01262
HENDRIX,941,34032,0.01262
MCGRATH,943,34031,0.01262
BIRD,944,33962,0.01259
LUCERO,945,33922,0.01257
TERRELL,946,33914,0.01257
RIGGS,947,33868,0.01255
JOYCE,948,33843,0.01255
MERCER,949,33797,0.01253
ROLLINS,949,33797,0.01253
GALLOWAY,951,33773,0.01252
DUKE,952,33745,0.01251
ODOM,953,33717,0.0125
ANDERSEN,954,33508,0.01242
DOWNS,955,33494,0.01242
HATFIELD,956,33464,0.01241
BENITEZ,957,33441,0.0124
ARCHER,958,33411,0.01239
HUERTA,959,33348,0.01236
TRAVIS,960,33339,0.01236
MCNEIL,961,33239,0.01232
HINTON,962,33209,0.01231
ZHANG,963,33202,0.01231
HAYS,964,33194,0.0123
MAYO,965,33126,0.01228
FRITZ,966,33068,0.01226
BRANCH,967,33040,0.01225
MOONEY,968,32953,0.01222
EWING,969,32925,0.01221
RITTER,970,32864,0.01218
ESPARZA,971,32772,0.01215
FREY,972,32735,0.01213
BRAUN,973,32676,0.01211
GAY,974,32672,0.01211
RIDDLE,975,32654,0.0121
HANEY,976,32644,0.0121
KAISER,977,32567,0.01207
HOLDER,978,32466,0.01204
CHANEY,979,32433,0.01202
MCKNIGHT,980,32386,0.01201
GAMBLE,981,32377,0.012
VANG,982,32333,0.01199
COOLEY,983,32287,0.01197
CARNEY,984,32282,0.01197
COWAN,985,32242,0.01195
FORBES,986,32228,0.01195
FERRELL,987,32174,0.01193
DAVIES,988,32165,0.01192
BARAJAS,989,32147,0.01192
SHEA,990,32069,0.01189
OSBORN,991,32044,0.01188
BRIGHT,992,32042,0.01188
CUEVAS,993,32015,0.01187
BOLTON,994,31995,0.01186
MURILLO,995,31964,0.01185
LUTZ,996,31940,0.01184
DUARTE,997,31896,0.01182
KIDD,998,31886,0.01182
KEY,999,31882,0.01182
COOKE,1000,31860,0.01181
